latitude;longitude;band1;band2;band3;band4;band5;band6;band7;Value
-8708400;183150;3473.21022727273;4640.8125;3629.82954545455;3625.97727272727;4546.67613636364;3429.68181818182;2152.0625;199.209465659665
-8698050;119250;3465.45054945055;4648.39010989011;3573.75824175824;3603.00549450549;4522.74725274725;3318.68131868132;2045.92307692308;200.555340181636
-8689500;165600;3768.62337662338;4869.65584415584;3927.92857142857;3929.4025974026;4647.58441558442;3429.05194805195;2015.72077922078;195.772265161552
-8747100;163800;3895.35294117647;5068.5935828877;4080.31016042781;4063.72727272727;4907.90909090909;3820.54010695187;2409.62032085561;196.325159678672
-8756550;197550;3655.95180722892;4398.17469879518;3816.48795180723;3801.36746987952;4249.39156626506;3274.72289156626;2129.63855421687;197.234035894461
-8788500;188100;3626.91111111111;4386.25555555556;3743.71666666667;3765.15555555556;4283.68333333333;3366.2;2273.40555555556;202.028245595607
-8595450;94500;4051.44897959184;4758.9387755102;4197.13265306122;4127.12244897959;4648.23469387755;3235.94897959184;2020.12244897959;236.050429203686
-8682300;224550;3697.13142857143;4664.34285714286;3861.13142857143;3845.04;4544.10285714286;3325.16;2045.32;197.288555157538
-8725500;234450;3924.84482758621;5049.36781609195;4143.48850574713;4087.35057471264;4834.14942528736;3536.78735632184;2149.94252873563;196.783560872929
-8661150;167850;3832.1320754717;4848.23899371069;3976.66037735849;3968.52830188679;4649.72327044025;3471.30188679245;2124.7358490566;196.762566187375
-8733600;232200;3805.10843373494;4949.07228915663;4017.02409638554;3967.71084337349;4762.4156626506;3443.9156626506;2106.92168674699;197.661753375835
-8621550;172350;1938.29508196721;2869.39754098361;1887.2868852459;1982.25;3347.97131147541;2799.47540983607;1766.80737704918;233.319355612761
-8621100;161100;2501.7399103139;3603.81165919283;2477.05829596413;2572.00896860987;3874.68161434978;3073.16143497758;1979.84304932735;233.352899513821
-8748000;152550;3786.48214285714;4915.05952380952;3949.78571428571;3932.84523809524;4776.90476190476;3774.27380952381;2443.49404761905;200.984967832011
-8741700;201600;3482.16489361702;4546.43617021277;3631.29787234043;3626.6914893617;4443.89361702128;3394.59042553192;2185.1329787234;200.766609737117
-8643150;132300;3289.74345549738;4450.58115183246;3290.56544502618;3366.94240837696;4545.96335078534;3420.06282722513;2160.33507853403;237.032168129473
-8653500;235350;3629.06701030928;4639.4381443299;3794.63402061856;3778.43298969072;4491.95360824742;3272.73711340206;1974.55154639175;196.486071060296
-8626500;212400;3614.6815920398;4697.80099502488;3738.49751243781;3745.33333333333;4593.0447761194;3213.60199004975;1938.80597014925;217.973732610731
-8629650;157950;2543.21030042918;3749.80686695279;2551.96137339056;2633.36909871245;3880.95708154506;2971.48497854077;1865.05579399142;230.523078077103
-8644950;206100;3254.4619047619;4654.99523809524;3383.78095238095;3410.00952380952;4526.82380952381;3213.4619047619;1913.69047619048;199.529338244614
-8574300;158400;3092.20103092783;4266.53608247423;3091.5206185567;3156.5;4357.29896907217;3297.5824742268;2110.77319587629;237.890848294695
-8743050;240300;4095.1045751634;5091.19607843137;4280.75816993464;4244.27450980392;4831.87581699346;3539.78431372549;2211.35294117647;197.930104637103
-8710650;221400;3880.29608938547;5060.63687150838;4097.86033519553;4043.21229050279;4846.57541899441;3556.91620111732;2174.66480446927;197.01027927379
-8750700;190350;4007.34806629834;5027.5635359116;4178.52486187845;4149.34254143646;4875.00552486188;3757.2817679558;2442.04419889503;201.989650263734
-8563500;159300;4135.76470588235;4789.00840336134;4214.57983193277;4176.83193277311;4743.31932773109;3353.66386554622;2082.24369747899;240.243850461669
-8615700;226800;3816.85294117647;4716.22549019608;3868.97058823529;3906.18137254902;4472.45588235294;3262.37745098039;1968.07352941176;217.326875656545
-8580600;168300;2547.5;3956.59090909091;2556.80454545455;2628.85909090909;4119.88636363636;2964.39090909091;1832.21363636364;242.057396891101
-8640000;132300;3218.57368421053;4362.7;3243.71578947368;3298.50526315789;4537.95263157895;3343.21578947368;2136.80526315789;240.304811431516
-8676450;274050;3524.06818181818;4678.04545454545;3672.49431818182;3688.43181818182;4422.15909090909;3219.86363636364;1930.92613636364;195.558521432133
-8614800;54450;3997.10091743119;4953.6880733945;4118.22935779817;4123.15596330275;4646.20183486239;3222.73394495413;1944.44036697248;211.697499509902
-8748450;168750;3887.1265060241;4966.59036144578;4056.07228915663;4029.02409638554;4906.19277108434;3769.36144578313;2400.69277108434;201.901103120318
-8671950;98550;3844.8359375;4616.0078125;3878.1328125;3888.53125;4721.5546875;3474.171875;2223.734375;242.564657612786
-8622000;157050;2427.13888888889;3797.90277777778;2386.78703703704;2521.34259259259;3964.55555555556;3060.81018518519;1935.53240740741;231.349080373609
-8665650;244350;3830.30927835052;4691.89175257732;4008.16494845361;3979.46907216495;4394.85051546392;3302.19587628866;2000;195.5024506085
-8623350;139500;2946.52763819095;4165.37185929648;2934.62814070352;3034.23115577889;4245.23115577889;3167.04020100503;2035.49246231156;231.808370668464
-8612550;79200;3899.31355932203;4652.81355932203;4014.56779661017;3985.25423728814;4461.78813559322;3171.1186440678;1977.56779661017;232.56514348525
-8608950;227250;2727.44497607656;3906.63636363636;2760.08133971292;2809.1004784689;4035.62200956938;2897.7990430622;1725.69377990431;234.36864716032
-8668350;117900;3341.23489932886;4561.10067114094;3407.28859060403;3447.97986577181;4539.20805369128;3246.62416107383;2005.47651006711;237.230678094929
-8607150;211500;2813.87445887446;3983.02164502164;2797.97402597403;2887.91774891775;4240.13852813853;3266.37229437229;1952.06926406926;232.431328953832
