"latitude";"longitude";"BiomasaPromedio"
-8730000;266400;222.823
-8729550;266400;223.48
-8729100;266400;224.117
-8728650;266400;224.706
-8728200;266400;225.212
-8727750;266400;225.597
-8727300;266400;225.831
-8726850;266400;225.813
-8726400;266400;225.4
-8725950;266400;224.591
-8725500;266400;223.522
-8725050;266400;222.331
-8724600;266400;221.1
-8724150;266400;219.869
-8723700;266400;218.662
-8723250;266400;217.499
-8722800;266400;216.425
-8722350;266400;215.492
-8721900;266400;214.696
-8721450;266400;214.026
-8721000;266400;213.48
-8720550;266400;213.056
-8720100;266400;212.75
-8719650;266400;212.556
-8719200;266400;212.463
-8718750;266400;212.465
-8718300;266400;212.551
-8717850;266400;212.714
-8717400;266400;212.951
-8716950;266400;213.258
-8716500;266400;213.638
-8716050;266400;214.097
-8715600;266400;214.638
-8715150;266400;215.267
-8714700;266400;215.985
-8714250;266400;216.796
-8713800;266400;217.704
-8713350;266400;218.708
-8712900;266400;219.797
-8712450;266400;220.951
-8712000;266400;222.146
-8711550;266400;223.346
-8711100;266400;224.395
-8710650;266400;224.915
-8710200;266400;225.23
-8709750;266400;225.472
-8709300;266400;225.645
-8708850;266400;225.759
-8708400;266400;225.841
-8707950;266400;225.916
-8707500;266400;225.995
-8707050;266400;226.065
-8706600;266400;226.102
-8706150;266400;226.084
-8705700;266400;225.999
-8705250;266400;225.856
-8704800;266400;225.682
-8704350;266400;225.534
-8703900;266400;225.461
-8703450;266400;225.434
-8703000;266400;225.406
-8702550;266400;225.348
-8702100;266400;225.232
-8701650;266400;225.043
-8701200;266400;224.793
-8700750;266400;224.504
-8700300;266400;224.184
-8699850;266400;223.816
-8699400;266400;223.332
-8698950;266400;222.635
-8698500;266400;221.773
-8698050;266400;220.972
-8697600;266400;220.411
-8697150;266400;220.061
-8696700;266400;219.836
-8696250;266400;219.687
-8695800;266400;219.586
-8695350;266400;219.511
-8694900;266400;219.445
-8694450;266400;219.375
-8694000;266400;219.229
-8693550;266400;218.686
-8693100;266400;218.056
-8692650;266400;217.421
-8692200;266400;216.801
-8691750;266400;216.215
-8691300;266400;215.69
-8690850;266400;215.259
-8690400;266400;214.957
-8689950;266400;214.805
-8689500;266400;214.796
-8689050;266400;214.908
-8688600;266400;215.12
-8688150;266400;215.417
-8687700;266400;215.798
-8687250;266400;216.266
-8686800;266400;216.821
-8686350;266400;217.452
-8685900;266400;218.141
-8685450;266400;218.878
-8685000;266400;219.657
-8684550;266400;220.466
-8684100;266400;221.276
-8683650;266400;222.088
-8683200;266400;222.885
-8682750;266400;223.639
-8682300;266400;224.331
-8681850;266400;224.947
-8681400;266400;225.485
-8680950;266400;225.953
-8680500;266400;226.36
-8680050;266400;226.715
-8679600;266400;227.023
-8679150;266400;227.286
-8678700;266400;227.508
-8678250;266400;227.701
-8677800;266400;227.894
-8677350;266400;228.11
-8676900;266400;228.347
-8676450;266400;228.599
-8676000;266400;228.875
-8675550;266400;229.197
-8675100;266400;229.569
-8674650;266400;229.962
-8674200;266400;230.332
-8673750;266400;230.631
-8673300;266400;230.764
-8672850;266400;230.821
-8672400;266400;230.841
-8671950;266400;230.828
-8671500;266400;230.786
-8671050;266400;230.719
-8670600;266400;230.629
-8670150;266400;230.519
-8669700;266400;230.39
-8669250;266400;230.245
-8668800;266400;230.109
-8668350;266400;230.092
-8667900;266400;230.079
-8667450;266400;230.02
-8667000;266400;229.934
-8666550;266400;229.834
-8666100;266400;229.727
-8665650;266400;229.616
-8665200;266400;229.498
-8664750;266400;229.369
-8664300;266400;229.229
-8663850;266400;229.082
-8663400;266400;228.929
-8662950;266400;228.772
-8662500;266400;228.615
-8662050;266400;228.457
-8661600;266400;228.28
-8753850;265950;205.389
-8753400;265950;205.421
-8752950;265950;205.479
-8752500;265950;205.575
-8752050;265950;205.719
-8751600;265950;205.925
-8751150;265950;206.201
-8750700;265950;206.549
-8750250;265950;206.961
-8749800;265950;207.42
-8749350;265950;207.905
-8748900;265950;208.39
-8748450;265950;208.844
-8748000;265950;209.231
-8747550;265950;209.529
-8747100;265950;209.749
-8746650;265950;209.912
-8746200;265950;210.025
-8745750;265950;210.063
-8745300;265950;209.892
-8744850;265950;209.318
-8744400;265950;209.002
-8743950;265950;208.739
-8743500;265950;208.476
-8743050;265950;208.213
-8742600;265950;207.945
-8742150;265950;207.667
-8741700;265950;207.383
-8741250;265950;207.13
-8740800;265950;207.01
-8740350;265950;206.969
-8739900;265950;207.002
-8739450;265950;207.134
-8739000;265950;207.386
-8738550;265950;207.761
-8738100;265950;208.25
-8737650;265950;208.83
-8737200;265950;209.479
-8736750;265950;210.18
-8736300;265950;210.919
-8735850;265950;211.691
-8735400;265950;212.491
-8734950;265950;213.322
-8734500;265950;214.185
-8734050;265950;215.076
-8733600;265950;215.994
-8733150;265950;216.965
-8732700;265950;218.009
-8732250;265950;219.118
-8731800;265950;220.252
-8731350;265950;221.31
-8730900;265950;222.187
-8730450;265950;222.966
-8730000;265950;223.731
-8729550;265950;224.493
-8729100;265950;225.23
-8728650;265950;225.917
-8728200;265950;226.524
-8727750;265950;226.984
-8727300;265950;227.353
-8726850;265950;227.529
-8726400;265950;227.105
-8725950;265950;226.112
-8725500;265950;224.852
-8725050;265950;223.525
-8724600;265950;222.199
-8724150;265950;220.899
-8723700;265950;219.636
-8723250;265950;218.409
-8722800;265950;217.243
-8722350;265950;216.313
-8721900;265950;215.518
-8721450;265950;214.854
-8721000;265950;214.328
-8720550;265950;213.934
-8720100;265950;213.663
-8719650;265950;213.508
-8719200;265950;213.458
-8718750;265950;213.502
-8718300;265950;213.628
-8717850;265950;213.825
-8717400;265950;214.087
-8716950;265950;214.41
-8716500;265950;214.796
-8716050;265950;215.249
-8715600;265950;215.777
-8715150;265950;216.384
-8714700;265950;217.076
-8714250;265950;217.862
-8713800;265950;218.756
-8713350;265950;219.768
-8712900;265950;220.89
-8712450;265950;222.09
-8712000;265950;223.337
-8711550;265950;224.602
-8711100;265950;225.76
-8710650;265950;226.252
-8710200;265950;226.568
-8709750;265950;226.794
-8709300;265950;226.913
-8708850;265950;226.945
-8708400;265950;226.938
-8707950;265950;226.939
-8707500;265950;226.975
-8707050;265950;227.014
-8706600;265950;227.01
-8706150;265950;226.925
-8705700;265950;226.741
-8705250;265950;226.466
-8704800;265950;226.128
-8704350;265950;225.808
-8703900;265950;225.677
-8703450;265950;225.594
-8703000;265950;225.492
-8702550;265950;225.356
-8702100;265950;225.172
-8701650;265950;224.934
-8701200;265950;224.646
-8700750;265950;224.314
-8700300;265950;223.936
-8699850;265950;223.485
-8699400;265950;222.908
-8698950;265950;222.15
-8698500;265950;221.237
-8698050;265950;220.381
-8697600;265950;219.981
-8697150;265950;219.787
-8696700;265950;219.666
-8696250;265950;219.587
-8695800;265950;219.532
-8695350;265950;219.486
-8694900;265950;219.429
-8694450;265950;219.328
-8694000;265950;219.108
-8693550;265950;218.695
-8693100;265950;218.16
-8692650;265950;217.587
-8692200;265950;217.018
-8691750;265950;216.484
-8691300;265950;216.011
-8690850;265950;215.627
-8690400;265950;215.356
-8689950;265950;215.213
-8689500;265950;215.198
-8689050;265950;215.3
-8688600;265950;215.504
-8688150;265950;215.798
-8687700;265950;216.175
-8687250;265950;216.633
-8686800;265950;217.166
-8686350;265950;217.768
-8685900;265950;218.427
-8685450;265950;219.134
-8685000;265950;219.881
-8684550;265950;220.654
-8684100;265950;221.41
-8683650;265950;222.166
-8683200;265950;222.908
-8682750;265950;223.618
-8682300;265950;224.278
-8681850;265950;224.877
-8681400;265950;225.41
-8680950;265950;225.878
-8680500;265950;226.288
-8680050;265950;226.645
-8679600;265950;226.952
-8679150;265950;227.208
-8678700;265950;227.409
-8678250;265950;227.566
-8677800;265950;227.742
-8677350;265950;227.999
-8676900;265950;228.309
-8676450;265950;228.634
-8676000;265950;228.973
-8675550;265950;229.337
-8675100;265950;229.731
-8674650;265950;230.13
-8674200;265950;230.458
-8673750;265950;230.729
-8673300;265950;230.812
-8672850;265950;230.841
-8672400;265950;230.845
-8671950;265950;230.816
-8671500;265950;230.761
-8671050;265950;230.686
-8670600;265950;230.593
-8670150;265950;230.482
-8669700;265950;230.358
-8669250;265950;230.23
-8668800;265950;230.124
-8668350;265950;230.068
-8667900;265950;230.031
-8667450;265950;229.956
-8667000;265950;229.867
-8666550;265950;229.77
-8666100;265950;229.665
-8665650;265950;229.554
-8665200;265950;229.432
-8664750;265950;229.289
-8664300;265950;229.137
-8663850;265950;228.98
-8663400;265950;228.816
-8662950;265950;228.647
-8662500;265950;228.474
-8662050;265950;228.291
-8661600;265950;228.091
-8661150;265950;227.866
-8754300;265500;205.221
-8753850;265500;205.218
-8753400;265500;205.231
-8752950;265500;205.269
-8752500;265500;205.344
-8752050;265500;205.47
-8751600;265500;205.669
-8751150;265500;205.953
-8750700;265500;206.328
-8750250;265500;206.782
-8749800;265500;207.291
-8749350;265500;207.826
-8748900;265500;208.355
-8748450;265500;208.847
-8748000;265500;209.269
-8747550;265500;209.6
-8747100;265500;209.847
-8746650;265500;210.026
-8746200;265500;210.141
-8745750;265500;210.186
-8745300;265500;210.096
-8744850;265500;209.625
-8744400;265500;209.203
-8743950;265500;208.881
-8743500;265500;208.609
-8743050;265500;208.361
-8742600;265500;208.117
-8742150;265500;207.862
-8741700;265500;207.592
-8741250;265500;207.338
-8740800;265500;207.239
-8740350;265500;207.207
-8739900;265500;207.25
-8739450;265500;207.4
-8739000;265500;207.679
-8738550;265500;208.088
-8738100;265500;208.61
-8737650;265500;209.223
-8737200;265500;209.903
-8736750;265500;210.632
-8736300;265500;211.397
-8735850;265500;212.192
-8735400;265500;213.013
-8734950;265500;213.861
-8734500;265500;214.734
-8734050;265500;215.636
-8733600;265500;216.569
-8733150;265500;217.544
-8732700;265500;218.566
-8732250;265500;219.627
-8731800;265500;220.694
-8731350;265500;221.717
-8730900;265500;222.661
-8730450;265500;223.552
-8730000;265500;224.431
-8729550;265500;225.307
-8729100;265500;226.141
-8728650;265500;226.884
-8728200;265500;227.534
-8727750;265500;228.014
-8727300;265500;228.431
-8726850;265500;228.702
-8726400;265500;228.276
-8725950;265500;227.208
-8725500;265500;225.869
-8725050;265500;224.483
-8724600;265500;223.113
-8724150;265500;221.782
-8723700;265500;220.508
-8723250;265500;219.303
-8722800;265500;218.148
-8722350;265500;217.111
-8721900;265500;216.252
-8721450;265500;215.592
-8721000;265500;215.091
-8720550;265500;214.731
-8720100;265500;214.502
-8719650;265500;214.395
-8719200;265500;214.396
-8718750;265500;214.49
-8718300;265500;214.661
-8717850;265500;214.895
-8717400;265500;215.182
-8716950;265500;215.517
-8716500;265500;215.899
-8716050;265500;216.336
-8715600;265500;216.837
-8715150;265500;217.41
-8714700;265500;218.059
-8714250;265500;218.794
-8713800;265500;219.649
-8713350;265500;220.654
-8712900;265500;221.799
-8712450;265500;223.028
-8712000;265500;224.267
-8711550;265500;225.455
-8711100;265500;226.472
-8710650;265500;227.185
-8710200;265500;227.67
-8709750;265500;227.969
-8709300;265500;228.055
-8708850;265500;228.004
-8708400;265500;227.904
-8707950;265500;227.824
-8707500;265500;227.857
-8707050;265500;227.902
-8706600;265500;227.887
-8706150;265500;227.758
-8705700;265500;227.485
-8705250;265500;227.088
-8704800;265500;226.614
-8704350;265500;226.145
-8703900;265500;225.929
-8703450;265500;225.753
-8703000;265500;225.56
-8702550;265500;225.342
-8702100;265500;225.088
-8701650;265500;224.792
-8701200;265500;224.455
-8700750;265500;224.079
-8700300;265500;223.658
-8699850;265500;223.171
-8699400;265500;222.575
-8698950;265500;221.808
-8698500;265500;220.858
-8698050;265500;219.945
-8697600;265500;219.658
-8697150;265500;219.564
-8696700;265500;219.517
-8696250;265500;219.49
-8695800;265500;219.47
-8695350;265500;219.443
-8694900;265500;219.387
-8694450;265500;219.269
-8694000;265500;219.048
-8693550;265500;218.7
-8693100;265500;218.247
-8692650;265500;217.739
-8692200;265500;217.223
-8691750;265500;216.739
-8691300;265500;216.312
-8690850;265500;215.965
-8690400;265500;215.721
-8689950;265500;215.595
-8689500;265500;215.588
-8689050;265500;215.693
-8688600;265500;215.898
-8688150;265500;216.192
-8687700;265500;216.566
-8687250;265500;217.013
-8686800;265500;217.529
-8686350;265500;218.105
-8685900;265500;218.734
-8685450;265500;219.407
-8685000;265500;220.113
-8684550;265500;220.837
-8684100;265500;221.56
-8683650;265500;222.277
-8683200;265500;222.979
-8682750;265500;223.654
-8682300;265500;224.289
-8681850;265500;224.871
-8681400;265500;225.395
-8680950;265500;225.858
-8680500;265500;226.267
-8680050;265500;226.626
-8679600;265500;226.939
-8679150;265500;227.2
-8678700;265500;227.395
-8678250;265500;227.491
-8677800;265500;227.6
-8677350;265500;227.932
-8676900;265500;228.319
-8676450;265500;228.695
-8676000;265500;229.066
-8675550;265500;229.443
-8675100;265500;229.832
-8674650;265500;230.212
-8674200;265500;230.476
-8673750;265500;230.671
-8673300;265500;230.777
-8672850;265500;230.818
-8672400;265500;230.823
-8671950;265500;230.788
-8671500;265500;230.729
-8671050;265500;230.652
-8670600;265500;230.559
-8670150;265500;230.451
-8669700;265500;230.335
-8669250;265500;230.218
-8668800;265500;230.114
-8668350;265500;230.033
-8667900;265500;229.961
-8667450;265500;229.88
-8667000;265500;229.791
-8666550;265500;229.695
-8666100;265500;229.591
-8665650;265500;229.475
-8665200;265500;229.347
-8664750;265500;229.194
-8664300;265500;229.034
-8663850;265500;228.87
-8663400;265500;228.695
-8662950;265500;228.514
-8662500;265500;228.327
-8662050;265500;228.129
-8661600;265500;227.917
-8661150;265500;227.688
-8660700;265500;227.454
-8754300;265050;205.073
-8753850;265050;205.054
-8753400;265050;205.049
-8752950;265050;205.063
-8752500;265050;205.109
-8752050;265050;205.207
-8751600;265050;205.39
-8751150;265050;205.679
-8750700;265050;206.083
-8750250;265050;206.591
-8749800;265050;207.161
-8749350;265050;207.752
-8748900;265050;208.333
-8748450;265050;208.877
-8748000;265050;209.342
-8747550;265050;209.694
-8747100;265050;209.949
-8746650;265050;210.129
-8746200;265050;210.232
-8745750;265050;210.239
-8745300;265050;210.094
-8744850;265050;209.767
-8744400;265050;209.38
-8743950;265050;209.042
-8743500;265050;208.787
-8743050;265050;208.579
-8742600;265050;208.378
-8742150;265050;208.168
-8741700;265050;207.95
-8741250;265050;207.748
-8740800;265050;207.602
-8740350;265050;207.524
-8739900;265050;207.541
-8739450;265050;207.682
-8739000;265050;207.978
-8738550;265050;208.422
-8738100;265050;208.984
-8737650;265050;209.633
-8737200;265050;210.342
-8736750;265050;211.094
-8736300;265050;211.877
-8735850;265050;212.685
-8735400;265050;213.515
-8734950;265050;214.368
-8734500;265050;215.243
-8734050;265050;216.142
-8733600;265050;217.066
-8733150;265050;218.021
-8732700;265050;219.009
-8732250;265050;220.021
-8731800;265050;221.038
-8731350;265050;222.037
-8730900;265050;223.005
-8730450;265050;223.958
-8730000;265050;224.92
-8729550;265050;225.905
-8729100;265050;226.851
-8728650;265050;227.568
-8728200;265050;228.156
-8727750;265050;228.631
-8727300;265050;228.979
-8726850;265050;229.076
-8726400;265050;228.689
-8725950;265050;227.768
-8725500;265050;226.526
-8725050;265050;225.175
-8724600;265050;223.813
-8724150;265050;222.487
-8723700;265050;221.225
-8723250;265050;220.064
-8722800;265050;219
-8722350;265050;217.732
-8721900;265050;216.86
-8721450;265050;216.236
-8721000;265050;215.767
-8720550;265050;215.444
-8720100;265050;215.263
-8719650;265050;215.213
-8719200;265050;215.274
-8718750;265050;215.427
-8718300;265050;215.65
-8717850;265050;215.925
-8717400;265050;216.236
-8716950;265050;216.576
-8716500;265050;216.946
-8716050;265050;217.353
-8715600;265050;217.812
-8715150;265050;218.338
-8714700;265050;218.932
-8714250;265050;219.575
-8713800;265050;220.352
-8713350;265050;221.33
-8712900;265050;222.515
-8712450;265050;223.786
-8712000;265050;224.996
-8711550;265050;226.107
-8711100;265050;227.09
-8710650;265050;227.907
-8710200;265050;228.569
-8709750;265050;229.027
-8709300;265050;229.043
-8708850;265050;228.907
-8708400;265050;228.751
-8707950;265050;228.624
-8707500;265050;228.66
-8707050;265050;228.718
-8706600;265050;228.726
-8706150;265050;228.589
-8705700;265050;228.224
-8705250;265050;227.708
-8704800;265050;227.148
-8704350;265050;226.634
-8703900;265050;226.235
-8703450;265050;225.909
-8703000;265050;225.607
-8702550;265050;225.303
-8702100;265050;224.979
-8701650;265050;224.622
-8701200;265050;224.233
-8700750;265050;223.817
-8700300;265050;223.371
-8699850;265050;222.884
-8699400;265050;222.34
-8698950;265050;221.666
-8698500;265050;220.715
-8698050;265050;219.865
-8697600;265050;219.533
-8697150;265050;219.447
-8696700;265050;219.423
-8696250;265050;219.421
-8695800;265050;219.421
-8695350;265050;219.408
-8694900;265050;219.36
-8694450;265050;219.249
-8694000;265050;219.049
-8693550;265050;218.748
-8693100;265050;218.357
-8692650;265050;217.9
-8692200;265050;217.421
-8691750;265050;216.984
-8691300;265050;216.595
-8690850;265050;216.274
-8690400;265050;216.051
-8689950;265050;215.943
-8689500;265050;215.954
-8689050;265050;216.074
-8688600;265050;216.29
-8688150;265050;216.59
-8687700;265050;216.963
-8687250;265050;217.401
-8686800;265050;217.9
-8686350;265050;218.452
-8685900;265050;219.053
-8685450;265050;219.693
-8685000;265050;220.362
-8684550;265050;221.047
-8684100;265050;221.735
-8683650;265050;222.418
-8683200;265050;223.089
-8682750;265050;223.736
-8682300;265050;224.351
-8681850;265050;224.92
-8681400;265050;225.434
-8680950;265050;225.888
-8680500;265050;226.292
-8680050;265050;226.655
-8679600;265050;226.98
-8679150;265050;227.257
-8678700;265050;227.467
-8678250;265050;227.554
-8677800;265050;227.632
-8677350;265050;228.004
-8676900;265050;228.41
-8676450;265050;228.793
-8676000;265050;229.16
-8675550;265050;229.519
-8675100;265050;229.867
-8674650;265050;230.182
-8674200;265050;230.43
-8673750;265050;230.605
-8673300;265050;230.713
-8672850;265050;230.763
-8672400;265050;230.77
-8671950;265050;230.74
-8671500;265050;230.685
-8671050;265050;230.61
-8670600;265050;230.521
-8670150;265050;230.419
-8669700;265050;230.307
-8669250;265050;230.192
-8668800;265050;230.081
-8668350;265050;229.98
-8667900;265050;229.886
-8667450;265050;229.794
-8667000;265050;229.701
-8666550;265050;229.607
-8666100;265050;229.505
-8665650;265050;229.376
-8665200;265050;229.232
-8664750;265050;229.078
-8664300;265050;228.915
-8663850;265050;228.747
-8663400;265050;228.565
-8662950;265050;228.375
-8662500;265050;228.179
-8662050;265050;227.974
-8661600;265050;227.759
-8661150;265050;227.536
-8660700;265050;227.319
-8660250;265050;227.12
-8754300;264600;204.938
-8753850;264600;204.908
-8753400;264600;204.887
-8752950;264600;204.878
-8752500;264600;204.89
-8752050;264600;204.947
-8751600;264600;205.102
-8751150;264600;205.4
-8750700;264600;205.828
-8750250;264600;206.413
-8749800;264600;207.051
-8749350;264600;207.694
-8748900;264600;208.325
-8748450;264600;208.93
-8748000;264600;209.46
-8747550;264600;209.809
-8747100;264600;210.059
-8746650;264600;210.24
-8746200;264600;210.34
-8745750;264600;210.336
-8745300;264600;210.198
-8744850;264600;209.925
-8744400;264600;209.564
-8743950;264600;209.21
-8743500;264600;209.019
-8743050;264600;208.879
-8742600;264600;208.736
-8742150;264600;208.583
-8741700;264600;208.42
-8741250;264600;208.252
-8740800;264600;208.081
-8740350;264600;207.93
-8739900;264600;207.911
-8739450;264600;207.995
-8739000;264600;208.3
-8738550;264600;208.781
-8738100;264600;209.385
-8737650;264600;210.069
-8737200;264600;210.803
-8736750;264600;211.57
-8736300;264600;212.36
-8735850;264600;213.171
-8735400;264600;214.001
-8734950;264600;214.85
-8734500;264600;215.715
-8734050;264600;216.598
-8733600;264600;217.498
-8733150;264600;218.42
-8732700;264600;219.363
-8732250;264600;220.326
-8731800;264600;221.298
-8731350;264600;222.267
-8730900;264600;223.23
-8730450;264600;224.194
-8730000;264600;225.183
-8729550;264600;226.215
-8729100;264600;227.234
-8728650;264600;227.949
-8728200;264600;228.508
-8727750;264600;228.94
-8727300;264600;229.223
-8726850;264600;229.287
-8726400;264600;228.981
-8725950;264600;228.094
-8725500;264600;226.913
-8725050;264600;225.622
-8724600;264600;224.304
-8724150;264600;223.005
-8723700;264600;221.753
-8723250;264600;220.557
-8722800;264600;219.369
-8722350;264600;218.184
-8721900;264600;217.402
-8721450;264600;216.81
-8721000;264600;216.362
-8720550;264600;216.072
-8720100;264600;215.943
-8719650;264600;215.958
-8719200;264600;216.089
-8718750;264600;216.309
-8718300;264600;216.592
-8717850;264600;216.914
-8717400;264600;217.252
-8716950;264600;217.592
-8716500;264600;217.938
-8716050;264600;218.3
-8715600;264600;218.698
-8715150;264600;219.148
-8714700;264600;219.658
-8714250;264600;220.183
-8713800;264600;220.844
-8713350;264600;221.75
-8712900;264600;223.021
-8712450;264600;224.417
-8712000;264600;225.558
-8711550;264600;226.596
-8711100;264600;227.565
-8710650;264600;228.43
-8710200;264600;229.174
-8709750;264600;229.734
-8709300;264600;229.73
-8708850;264600;229.592
-8708400;264600;229.453
-8707950;264600;229.363
-8707500;264600;229.358
-8707050;264600;229.411
-8706600;264600;229.474
-8706150;264600;229.413
-8705700;264600;228.9
-8705250;264600;228.245
-8704800;264600;227.598
-8704350;264600;227
-8703900;264600;226.476
-8703450;264600;226.018
-8703000;264600;225.609
-8702550;264600;225.228
-8702100;264600;224.842
-8701650;264600;224.421
-8701200;264600;223.977
-8700750;264600;223.524
-8700300;264600;223.064
-8699850;264600;222.588
-8699400;264600;222.09
-8698950;264600;221.523
-8698500;264600;220.635
-8698050;264600;219.827
-8697600;264600;219.531
-8697150;264600;219.425
-8696700;264600;219.389
-8696250;264600;219.385
-8695800;264600;219.393
-8695350;264600;219.394
-8694900;264600;219.363
-8694450;264600;219.274
-8694000;264600;219.104
-8693550;264600;218.847
-8693100;264600;218.508
-8692650;264600;218.101
-8692200;264600;217.652
-8691750;264600;217.242
-8691300;264600;216.865
-8690850;264600;216.551
-8690400;264600;216.339
-8689950;264600;216.254
-8689500;264600;216.293
-8689050;264600;216.439
-8688600;264600;216.674
-8688150;264600;216.985
-8687700;264600;217.361
-8687250;264600;217.793
-8686800;264600;218.276
-8686350;264600;218.806
-8685900;264600;219.38
-8685450;264600;219.991
-8685000;264600;220.628
-8684550;264600;221.279
-8684100;264600;221.935
-8683650;264600;222.588
-8683200;264600;223.229
-8682750;264600;223.853
-8682300;264600;224.452
-8681850;264600;225.015
-8681400;264600;225.521
-8680950;264600;225.957
-8680500;264600;226.349
-8680050;264600;226.72
-8679600;264600;227.067
-8679150;264600;227.371
-8678700;264600;227.605
-8678250;264600;227.772
-8677800;264600;227.953
-8677350;264600;228.238
-8676900;264600;228.582
-8676450;264600;228.927
-8676000;264600;229.26
-8675550;264600;229.581
-8675100;264600;229.884
-8674650;264600;230.154
-8674200;264600;230.375
-8673750;264600;230.538
-8673300;264600;230.644
-8672850;264600;230.698
-8672400;264600;230.707
-8671950;264600;230.681
-8671500;264600;230.628
-8671050;264600;230.557
-8670600;264600;230.472
-8670150;264600;230.376
-8669700;264600;230.268
-8669250;264600;230.148
-8668800;264600;230.025
-8668350;264600;229.907
-8667900;264600;229.797
-8667450;264600;229.693
-8667000;264600;229.594
-8666550;264600;229.496
-8666100;264600;229.393
-8665650;264600;229.255
-8665200;264600;229.105
-8664750;264600;228.948
-8664300;264600;228.783
-8663850;264600;228.609
-8663400;264600;228.426
-8662950;264600;228.233
-8662500;264600;228.033
-8662050;264600;227.825
-8661600;264600;227.61
-8661150;264600;227.392
-8660700;264600;227.178
-8660250;264600;226.973
-8754300;264150;204.823
-8753850;264150;204.788
-8753400;264150;204.758
-8752950;264150;204.735
-8752500;264150;204.722
-8752050;264150;204.729
-8751600;264150;204.825
-8751150;264150;205.189
-8750700;264150;205.672
-8750250;264150;206.315
-8749800;264150;206.99
-8749350;264150;207.662
-8748900;264150;208.32
-8748450;264150;208.957
-8748000;264150;209.533
-8747550;264150;209.893
-8747100;264150;210.166
-8746650;264150;210.374
-8746200;264150;210.498
-8745750;264150;210.519
-8745300;264150;210.417
-8744850;264150;210.191
-8744400;264150;209.867
-8743950;264150;209.518
-8743500;264150;209.378
-8743050;264150;209.283
-8742600;264150;209.191
-8742150;264150;209.096
-8741700;264150;208.994
-8741250;264150;208.88
-8740800;264150;208.74
-8740350;264150;208.564
-8739900;264150;208.489
-8739450;264150;208.453
-8739000;264150;208.696
-8738550;264150;209.188
-8738100;264150;209.833
-8737650;264150;210.547
-8737200;264150;211.294
-8736750;264150;212.063
-8736300;264150;212.849
-8735850;264150;213.653
-8735400;264150;214.474
-8734950;264150;215.31
-8734500;264150;216.158
-8734050;264150;217.015
-8733600;264150;217.881
-8733150;264150;218.757
-8732700;264150;219.649
-8732250;264150;220.56
-8731800;264150;221.487
-8731350;264150;222.42
-8730900;264150;223.351
-8730450;264150;224.281
-8730000;264150;225.232
-8729550;264150;226.223
-8729100;264150;227.212
-8728650;264150;228.061
-8728200;264150;228.629
-8727750;264150;229.022
-8727300;264150;229.256
-8726850;264150;229.291
-8726400;264150;229.035
-8725950;264150;228.178
-8725500;264150;227.074
-8725050;264150;225.865
-8724600;264150;224.612
-8724150;264150;223.358
-8723700;264150;222.131
-8723250;264150;220.945
-8722800;264150;219.805
-8722350;264150;218.773
-8721900;264150;217.953
-8721450;264150;217.332
-8721000;264150;216.878
-8720550;264150;216.607
-8720100;264150;216.537
-8719650;264150;216.63
-8719200;264150;216.839
-8718750;264150;217.132
-8718300;264150;217.485
-8717850;264150;217.864
-8717400;264150;218.234
-8716950;264150;218.57
-8716500;264150;218.878
-8716050;264150;219.182
-8715600;264150;219.502
-8715150;264150;219.85
-8714700;264150;220.229
-8714250;264150;220.647
-8713800;264150;221.171
-8713350;264150;221.959
-8712900;264150;223.259
-8712450;264150;224.742
-8712000;264150;225.862
-8711550;264150;226.895
-8711100;264150;227.875
-8710650;264150;228.753
-8710200;264150;229.47
-8709750;264150;229.929
-8709300;264150;230.07
-8708850;264150;230.03
-8708400;264150;229.944
-8707950;264150;229.877
-8707500;264150;229.858
-8707050;264150;229.884
-8706600;264150;229.936
-8706150;264150;229.904
-8705700;264150;229.305
-8705250;264150;228.598
-8704800;264150;227.901
-8704350;264150;227.233
-8703900;264150;226.608
-8703450;264150;226.036
-8703000;264150;225.529
-8702550;264150;225.085
-8702100;264150;224.667
-8701650;264150;224.171
-8701200;264150;223.672
-8700750;264150;223.196
-8700300;264150;222.73
-8699850;264150;222.262
-8699400;264150;221.77
-8698950;264150;221.208
-8698500;264150;220.556
-8698050;264150;219.977
-8697600;264150;219.629
-8697150;264150;219.462
-8696700;264150;219.393
-8696250;264150;219.374
-8695800;264150;219.382
-8695350;264150;219.397
-8694900;264150;219.394
-8694450;264150;219.338
-8694000;264150;219.2
-8693550;264150;218.985
-8693100;264150;218.703
-8692650;264150;218.352
-8692200;264150;217.943
-8691750;264150;217.522
-8691300;264150;217.127
-8690850;264150;216.795
-8690400;264150;216.58
-8689950;264150;216.525
-8689500;264150;216.606
-8689050;264150;216.787
-8688600;264150;217.049
-8688150;264150;217.378
-8687700;264150;217.762
-8687250;264150;218.19
-8686800;264150;218.657
-8686350;264150;219.165
-8685900;264150;219.716
-8685450;264150;220.302
-8685000;264150;220.911
-8684550;264150;221.532
-8684100;264150;222.157
-8683650;264150;222.779
-8683200;264150;223.392
-8682750;264150;223.992
-8682300;264150;224.575
-8681850;264150;225.136
-8681400;264150;225.649
-8680950;264150;226.042
-8680500;264150;226.414
-8680050;264150;226.805
-8679600;264150;227.194
-8679150;264150;227.551
-8678700;264150;227.831
-8678250;264150;228.046
-8677800;264150;228.254
-8677350;264150;228.503
-8676900;264150;228.791
-8676450;264150;229.081
-8676000;264150;229.363
-8675550;264150;229.636
