"latitude";"longitude";"BiomasaPromedio"
-8601750;47700;188.525
-8601300;47700;188.091
-8600850;47700;187.566
-8600400;47700;186.966
-8599950;47700;186.348
-8599500;47700;185.937
-8599050;47700;185.532
-8598600;47700;185.084
-8598150;47700;184.594
-8597700;47700;184.071
-8597250;47700;183.525
-8596800;47700;182.966
-8596350;47700;182.404
-8595900;47700;181.843
-8595450;47700;181.238
-8595000;47700;180.333
-8594550;47700;179.435
-8594100;47700;178.652
-8593650;47700;177.951
-8593200;47700;177.29
-8592750;47700;176.639
-8592300;47700;175.917
-8591850;47700;175.177
-8591400;47700;174.423
-8590950;47700;173.69
-8590500;47700;173.012
-8590050;47700;172.41
-8589600;47700;171.891
-8589150;47700;171.443
-8588700;47700;171.109
-8588250;47700;170.906
-8587800;47700;170.831
-8587350;47700;170.873
-8586900;47700;171.016
-8586450;47700;171.242
-8586000;47700;171.531
-8585550;47700;171.865
-8585100;47700;172.228
-8584650;47700;172.605
-8584200;47700;172.988
-8583750;47700;173.37
-8583300;47700;173.748
-8582850;47700;174.117
-8582400;47700;174.477
-8581950;47700;174.827
-8581500;47700;175.169
-8626500;47250;199.947
-8626050;47250;199.875
-8625600;47250;199.758
-8625150;47250;199.592
-8624700;47250;199.375
-8624250;47250;199.108
-8623800;47250;198.792
-8623350;47250;198.428
-8622900;47250;198.019
-8622450;47250;197.567
-8622000;47250;197.08
-8621550;47250;196.567
-8621100;47250;196.05
-8620650;47250;195.592
-8620200;47250;195.272
-8619750;47250;195.114
-8619300;47250;195.13
-8618850;47250;195.256
-8618400;47250;195.427
-8617950;47250;195.617
-8617500;47250;195.814
-8617050;47250;196.01
-8616600;47250;196.185
-8616150;47250;196.319
-8615700;47250;196.41
-8615250;47250;196.514
-8614800;47250;196.615
-8614350;47250;196.726
-8613900;47250;196.857
-8613450;47250;197.01
-8613000;47250;197.175
-8612550;47250;197.27
-8612100;47250;197.083
-8611650;47250;196.823
-8611200;47250;196.588
-8610750;47250;196.352
-8610300;47250;195.993
-8609850;47250;195.683
-8609400;47250;195.47
-8608950;47250;195.322
-8608500;47250;195.205
-8608050;47250;195.089
-8607600;47250;194.941
-8607150;47250;194.71
-8606700;47250;194.333
-8606250;47250;193.777
-8605800;47250;193.09
-8605350;47250;192.358
-8604900;47250;191.668
-8604450;47250;191.08
-8604000;47250;190.607
-8603550;47250;190.235
-8603100;47250;189.939
-8602650;47250;189.678
-8602200;47250;189.398
-8601750;47250;189.04
-8601300;47250;188.569
-8600850;47250;187.997
-8600400;47250;187.37
-8599950;47250;186.759
-8599500;47250;186.224
-8599050;47250;185.727
-8598600;47250;185.224
-8598150;47250;184.7
-8597700;47250;184.156
-8597250;47250;183.594
-8596800;47250;183.02
-8596350;47250;182.435
-8595900;47250;181.829
-8595450;47250;181.156
-8595000;47250;180.37
-8594550;47250;179.552
-8594100;47250;178.782
-8593650;47250;178.066
-8593200;47250;177.385
-8592750;47250;176.71
-8592300;47250;176.016
-8591850;47250;175.311
-8591400;47250;174.615
-8590950;47250;173.952
-8590500;47250;173.345
-8590050;47250;172.814
-8589600;47250;172.362
-8589150;47250;171.959
-8588700;47250;171.653
-8588250;47250;171.459
-8587800;47250;171.374
-8587350;47250;171.389
-8586900;47250;171.493
-8586450;47250;171.672
-8586000;47250;171.911
-8585550;47250;172.195
-8585100;47250;172.511
-8584650;47250;172.846
-8584200;47250;173.193
-8583750;47250;173.547
-8583300;47250;173.903
-8582850;47250;174.257
-8582400;47250;174.608
-8581950;47250;174.95
-8626500;46800;199.175
-8626050;46800;199.079
-8625600;46800;198.948
-8625150;46800;198.777
-8624700;46800;198.566
-8624250;46800;198.313
-8623800;46800;198.018
-8623350;46800;197.68
-8622900;46800;197.303
-8622450;46800;196.887
-8622000;46800;196.441
-8621550;46800;195.973
-8621100;46800;195.503
-8620650;46800;195.062
-8620200;46800;194.679
-8619750;46800;194.431
-8619300;46800;194.524
-8618850;46800;194.729
-8618400;46800;194.943
-8617950;46800;195.152
-8617500;46800;195.351
-8617050;46800;195.536
-8616600;46800;195.699
-8616150;46800;195.837
-8615700;46800;195.96
-8615250;46800;196.093
-8614800;46800;196.244
-8614350;46800;196.42
-8613900;46800;196.625
-8613450;46800;196.856
-8613000;46800;197.105
-8612550;46800;197.304
-8612100;46800;197.138
-8611650;46800;196.919
-8611200;46800;196.74
-8610750;46800;196.582
-8610300;46800;196.243
-8609850;46800;195.972
-8609400;46800;195.808
-8608950;46800;195.718
-8608500;46800;195.668
-8608050;46800;195.635
-8607600;46800;195.591
-8607150;46800;195.48
-8606700;46800;195.181
-8606250;46800;194.595
-8605800;46800;193.835
-8605350;46800;193.047
-8604900;46800;192.314
-8604450;46800;191.678
-8604000;46800;191.157
-8603550;46800;190.754
-8603100;46800;190.452
-8602650;46800;190.21
-8602200;46800;189.965
-8601750;46800;189.621
-8601300;46800;189.104
-8600850;46800;188.468
-8600400;46800;187.794
-8599950;46800;187.137
-8599500;46800;186.524
-8599050;46800;185.946
-8598600;46800;185.381
-8598150;46800;184.813
-8597700;46800;184.234
-8597250;46800;183.643
-8596800;46800;183.041
-8596350;46800;182.423
-8595900;46800;181.78
-8595450;46800;181.092
-8595000;46800;180.353
-8594550;46800;179.595
-8594100;46800;178.852
-8593650;46800;178.141
-8593200;46800;177.456
-8592750;46800;176.781
-8592300;46800;176.108
-8591850;46800;175.44
-8591400;46800;174.793
-8590950;46800;174.188
-8590500;46800;173.646
-8590050;46800;173.174
-8589600;46800;172.769
-8589150;46800;172.427
-8588700;46800;172.163
-8588250;46800;171.987
-8587800;46800;171.899
-8587350;46800;171.897
-8586900;46800;171.972
-8586450;46800;172.114
-8586000;46800;172.311
-8585550;46800;172.55
-8585100;46800;172.822
-8584650;46800;173.117
-8584200;46800;173.43
-8583750;46800;173.755
-8583300;46800;174.088
-8582850;46800;174.427
-8582400;46800;174.768
-8581950;46800;175.102
-8626500;46350;198.426
-8626050;46350;198.311
-8625600;46350;198.168
-8625150;46350;197.997
-8624700;46350;197.795
-8624250;46350;197.56
-8623800;46350;197.29
-8623350;46350;196.985
-8622900;46350;196.646
-8622450;46350;196.274
-8622000;46350;195.877
-8621550;46350;195.463
-8621100;46350;195.046
-8620650;46350;194.643
-8620200;46350;194.265
-8619750;46350;193.979
-8619300;46350;194.113
-8618850;46350;194.331
-8618400;46350;194.546
-8617950;46350;194.747
-8617500;46350;194.932
-8617050;46350;195.098
-8616600;46350;195.245
-8616150;46350;195.376
-8615700;46350;195.504
-8615250;46350;195.65
-8614800;46350;195.83
-8614350;46350;196.053
-8613900;46350;196.312
-8613450;46350;196.584
-8613000;46350;196.834
-8612550;46350;196.984
-8612100;46350;196.959
-8611650;46350;196.831
-8611200;46350;196.669
-8610750;46350;196.474
-8610300;46350;196.253
-8609850;46350;196.101
-8609400;46350;196.035
-8608950;46350;196.024
-8608500;46350;196.046
-8608050;46350;196.091
-8607600;46350;196.148
-8607150;46350;196.197
-8606700;46350;196.074
-8606250;46350;195.359
-8605800;46350;194.474
-8605350;46350;193.621
-8604900;46350;192.843
-8604450;46350;192.164
-8604000;46350;191.602
-8603550;46350;191.176
-8603100;46350;190.884
-8602650;46350;190.686
-8602200;46350;190.517
-8601750;46350;190.251
-8601300;46350;189.637
-8600850;46350;188.906
-8600400;46350;188.172
-8599950;46350;187.463
-8599500;46350;186.791
-8599050;46350;186.152
-8598600;46350;185.532
-8598150;46350;184.918
-8597700;46350;184.301
-8597250;46350;183.677
-8596800;46350;183.042
-8596350;46350;182.394
-8595900;46350;181.728
-8595450;46350;181.037
-8595000;46350;180.321
-8594550;46350;179.597
-8594100;46350;178.882
-8593650;46350;178.187
-8593200;46350;177.511
-8592750;46350;176.851
-8592300;46350;176.203
-8591850;46350;175.569
-8591400;46350;174.962
-8590950;46350;174.406
-8590500;46350;173.925
-8590050;46350;173.515
-8589600;46350;173.165
-8589150;46350;172.874
-8588700;46350;172.648
-8588250;46350;172.491
-8587800;46350;172.407
-8587350;46350;172.395
-8586900;46350;172.448
-8586450;46350;172.559
-8586000;46350;172.72
-8585550;46350;172.921
-8585100;46350;173.153
-8584650;46350;173.411
-8584200;46350;173.689
-8583750;46350;173.984
-8583300;46350;174.293
-8582850;46350;174.613
-8582400;46350;174.944
-8581950;46350;175.275
-8626050;45900;197.568
-8625600;45900;197.418
-8625150;45900;197.249
-8624700;45900;197.06
-8624250;45900;196.848
-8623800;45900;196.608
-8623350;45900;196.341
-8622900;45900;196.046
-8622450;45900;195.725
-8622000;45900;195.384
-8621550;45900;195.033
-8621100;45900;194.682
-8620650;45900;194.349
-8620200;45900;194.064
-8619750;45900;193.9
-8619300;45900;193.929
-8618850;45900;194.071
-8618400;45900;194.242
-8617950;45900;194.411
-8617500;45900;194.568
-8617050;45900;194.706
-8616600;45900;194.827
-8616150;45900;194.936
-8615700;45900;195.047
-8615250;45900;195.185
-8614800;45900;195.379
-8614350;45900;195.64
-8613900;45900;195.946
-8613450;45900;196.253
-8613000;45900;196.513
-8612550;45900;196.676
-8612100;45900;196.715
-8611650;45900;196.651
-8611200;45900;196.516
-8610750;45900;196.324
-8610300;45900;196.135
-8609850;45900;196.125
-8609400;45900;196.177
-8608950;45900;196.243
-8608500;45900;196.321
-8608050;45900;196.41
-8607600;45900;196.509
-8607150;45900;196.61
-8606700;45900;196.586
-8606250;45900;195.806
-8605800;45900;194.898
-8605350;45900;194.031
-8604900;45900;193.236
-8604450;45900;192.525
-8604000;45900;191.917
-8603550;45900;191.464
-8603100;45900;191.199
-8602650;45900;191.047
-8602200;45900;190.915
-8601750;45900;190.689
-8601300;45900;190.011
-8600850;45900;189.235
-8600400;45900;188.464
-8599950;45900;187.718
-8599500;45900;187.005
-8599050;45900;186.32
-8598600;45900;185.657
-8598150;45900;185.005
-8597700;45900;184.354
-8597250;45900;183.697
-8596800;45900;183.032
-8596350;45900;182.359
-8595900;45900;181.676
-8595450;45900;180.981
-8595000;45900;180.278
-8594550;45900;179.576
-8594100;45900;178.885
-8593650;45900;178.211
-8593200;45900;177.557
-8592750;45900;176.923
-8592300;45900;176.306
-8591850;45900;175.708
-8591400;45900;175.133
-8590950;45900;174.609
-8590500;45900;174.199
-8590050;45900;173.856
-8589600;45900;173.559
-8589150;45900;173.311
-8588700;45900;173.116
-8588250;45900;172.978
-8587800;45900;172.9
-8587350;45900;172.881
-8586900;45900;172.918
-8586450;45900;173.005
-8586000;45900;173.135
-8585550;45900;173.301
-8585100;45900;173.497
-8584650;45900;173.719
-8584200;45900;173.964
-8583750;45900;174.227
-8583300;45900;174.507
-8582850;45900;174.805
-8582400;45900;175.121
-8581950;45900;175.45
-8581500;45900;175.764
-8626050;45450;196.851
-8625600;45450;196.695
-8625150;45450;196.532
-8624700;45450;196.36
-8624250;45450;196.175
-8623800;45450;195.972
-8623350;45450;195.748
-8622900;45450;195.502
-8622450;45450;195.238
-8622000;45450;194.958
-8621550;45450;194.672
-8621100;45450;194.392
-8620650;45450;194.136
-8620200;45450;193.933
-8619750;45450;193.82
-8619300;45450;193.818
-8618850;45450;193.897
-8618400;45450;194.016
-8617950;45450;194.143
-8617500;45450;194.262
-8617050;45450;194.365
-8616600;45450;194.452
-8616150;45450;194.527
-8615700;45450;194.603
-8615250;45450;194.708
-8614800;45450;194.894
-8614350;45450;195.198
-8613900;45450;195.567
-8613450;45450;195.922
-8613000;45450;196.212
-8612550;45450;196.402
-8612100;45450;196.484
-8611650;45450;196.469
-8611200;45450;196.38
-8610750;45450;196.233
-8610300;45450;196.082
-8609850;45450;196.168
-8609400;45450;196.286
-8608950;45450;196.396
-8608500;45450;196.498
-8608050;45450;196.589
-8607600;45450;196.654
-8607150;45450;196.646
-8606700;45450;196.427
-8606250;45450;195.859
-8605800;45450;195.085
-8605350;45450;194.272
-8604900;45450;193.502
-8604450;45450;192.782
-8604000;45450;192.122
-8603550;45450;191.598
-8603100;45450;191.406
-8602650;45450;191.303
-8602200;45450;191.131
-8601750;45450;190.776
-8601300;45450;190.173
-8600850;45450;189.431
-8600400;45450;188.656
-8599950;45450;187.891
-8599500;45450;187.151
-8599050;45450;186.438
-8598600;45450;185.746
-8598150;45450;185.067
-8597700;45450;184.389
-8597250;45450;183.705
-8596800;45450;183.013
-8596350;45450;182.317
-8595900;45450;181.618
-8595450;45450;180.919
-8595000;45450;180.224
-8594550;45450;179.538
-8594100;45450;178.868
-8593650;45450;178.221
-8593200;45450;177.597
-8592750;45450;176.998
-8592300;45450;176.422
-8591850;45450;175.868
-8591400;45450;175.34
-8590950;45450;174.856
-8590500;45450;174.506
-8590050;45450;174.213
-8589600;45450;173.958
-8589150;45450;173.744
-8588700;45450;173.575
-8588250;45450;173.454
-8587800;45450;173.382
-8587350;45450;173.359
-8586900;45450;173.383
-8586450;45450;173.449
-8586000;45450;173.551
-8585550;45450;173.686
-8585100;45450;173.85
-8584650;45450;174.038
-8584200;45450;174.248
-8583750;45450;174.477
-8583300;45450;174.725
-8582850;45450;174.993
-8582400;45450;175.281
-8581950;45450;175.589
-8581500;45450;175.896
-8626050;45000;196.157
-8625600;45000;195.995
-8625150;45000;195.841
-8624700;45000;195.693
-8624250;45000;195.542
-8623800;45000;195.381
-8623350;45000;195.207
-8622900;45000;195.015
-8622450;45000;194.807
-8622000;45000;194.588
-8621550;45000;194.366
-8621100;45000;194.153
-8620650;45000;193.965
-8620200;45000;193.821
-8619750;45000;193.739
-8619300;45000;193.727
-8618850;45000;193.771
-8618400;45000;193.848
-8617950;45000;193.935
-8617500;45000;194.015
-8617050;45000;194.08
-8616600;45000;194.129
-8616150;45000;194.166
-8615700;45000;194.201
-8615250;45000;194.247
-8614800;45000;194.377
-8614350;45000;194.766
-8613900;45000;195.222
-8613450;45000;195.636
-8613000;45000;195.966
-8612550;45000;196.185
-8612100;45000;196.295
-8611650;45000;196.32
-8611200;45000;196.289
-8610750;45000;196.236
-8610300;45000;196.214
-8609850;45000;196.279
-8609400;45000;196.39
-8608950;45000;196.501
-8608500;45000;196.597
-8608050;45000;196.663
-8607600;45000;196.672
-8607150;45000;196.575
-8606700;45000;196.3
-8606250;45000;195.805
-8605800;45000;195.142
-8605350;45000;194.403
-8604900;45000;193.683
-8604450;45000;192.988
-8604000;45000;192.33
-8603550;45000;191.775
-8603100;45000;191.628
-8602650;45000;191.539
-8602200;45000;191.331
-8601750;45000;190.897
-8601300;45000;190.263
-8600850;45000;189.524
-8600400;45000;188.749
-8599950;45000;187.978
-8599500;45000;187.226
-8599050;45000;186.498
-8598600;45000;185.793
-8598150;45000;185.101
-8597700;45000;184.408
-8597250;45000;183.699
-8596800;45000;182.98
-8596350;45000;182.262
-8595900;45000;181.549
-8595450;45000;180.845
-8595000;45000;180.154
-8594550;45000;179.483
-8594100;45000;178.837
-8593650;45000;178.221
-8593200;45000;177.634
-8592750;45000;177.078
-8592300;45000;176.55
-8591850;45000;176.053
-8591400;45000;175.592
-8590950;45000;175.187
-8590500;45000;174.858
-8590050;45000;174.59
-8589600;45000;174.364
-8589150;45000;174.177
-8588700;45000;174.029
-8588250;45000;173.921
-8587800;45000;173.855
-8587350;45000;173.83
-8586900;45000;173.843
-8586450;45000;173.89
-8586000;45000;173.969
-8585550;45000;174.077
-8585100;45000;174.21
-8584650;45000;174.365
-8584200;45000;174.539
-8583750;45000;174.732
-8583300;45000;174.944
-8582850;45000;175.173
-8582400;45000;175.419
-8581950;45000;175.675
-8581500;45000;175.927
-8626050;44550;195.484
-8625600;44550;195.316
-8625150;44550;195.177
-8624700;44550;195.061
-8624250;44550;194.953
-8623800;44550;194.841
-8623350;44550;194.717
-8622900;44550;194.578
-8622450;44550;194.425
-8622000;44550;194.264
-8621550;44550;194.102
-8621100;44550;193.949
-8620650;44550;193.816
-8620200;44550;193.717
-8619750;44550;193.661
-8619300;44550;193.651
-8618850;44550;193.678
-8618400;44550;193.727
-8617950;44550;193.78
-8617500;44550;193.825
-8617050;44550;193.853
-8616600;44550;193.867
-8616150;44550;193.872
-8615700;44550;193.879
-8615250;44550;193.905
-8614800;44550;194.009
-8614350;44550;194.456
-8613900;44550;194.961
-8613450;44550;195.426
-8613000;44550;195.798
-8612550;44550;196.033
-8612100;44550;196.154
-8611650;44550;196.201
-8611200;44550;196.218
-8610750;44550;196.244
-8610300;44550;196.295
-8609850;44550;196.375
-8609400;44550;196.472
-8608950;44550;196.567
-8608500;44550;196.64
-8608050;44550;196.674
-8607600;44550;196.638
-8607150;44550;196.493
-8606700;44550;196.199
-8606250;44550;195.74
-8605800;44550;195.146
-8605350;44550;194.481
-8604900;44550;193.806
-8604450;44550;193.158
-8604000;44550;192.573
-8603550;44550;192.127
-8603100;44550;191.887
-8602650;44550;191.765
-8602200;44550;191.571
-8601750;44550;191.007
-8601300;44550;190.29
-8600850;44550;189.528
-8600400;44550;188.753
-8599950;44550;187.983
-8599500;44550;187.231
-8599050;44550;186.5
-8598600;44550;185.791
-8598150;44550;185.1
-8597700;44550;184.408
-8597250;44550;183.671
-8596800;44550;182.925
-8596350;44550;182.188
-8595900;44550;181.462
-8595450;44550;180.753
-8595000;44550;180.068
-8594550;44550;179.413
-8594100;44550;178.794
-8593650;44550;178.211
-8593200;44550;177.667
-8592750;44550;177.159
-8592300;44550;176.686
-8591850;44550;176.25
-8591400;44550;175.854
-8590950;44550;175.509
-8590500;44550;175.218
-8590050;44550;174.977
-8589600;44550;174.775
-8589150;44550;174.609
-8588700;44550;174.478
-8588250;44550;174.382
-8587800;44550;174.321
-8587350;44550;174.294
-8586900;44550;174.298
-8586450;44550;174.331
-8586000;44550;174.391
-8585550;44550;174.474
-8585100;44550;174.578
-8584650;44550;174.699
-8584200;44550;174.837
-8583750;44550;174.992
-8583300;44550;175.164
-8582850;44550;175.351
-8582400;44550;175.551
-8581950;44550;175.761
-8581500;44550;175.98
-8625600;44100;194.659
-8625150;44100;194.542
-8624700;44100;194.469
-8624250;44100;194.412
-8623800;44100;194.352
-8623350;44100;194.278
-8622900;44100;194.189
-8622450;44100;194.089
-8622000;44100;193.98
-8621550;44100;193.871
-8621100;44100;193.769
-8620650;44100;193.683
-8620200;44100;193.622
-8619750;44100;193.591
-8619300;44100;193.59
-8618850;44100;193.612
-8618400;44100;193.644
-8617950;44100;193.673
-8617500;44100;193.689
-8617050;44100;193.687
-8616600;44100;193.67
-8616150;44100;193.648
-8615700;44100;193.645
-8615250;44100;193.707
-8614800;44100;193.907
-8614350;44100;194.294
-8613900;44100;194.783
-8613450;44100;195.285
-8613000;44100;195.716
-8612550;44100;195.933
-8612100;44100;196.045
-8611650;44100;196.1
-8611200;44100;196.135
-8610750;44100;196.238
-8610300;44100;196.345
-8609850;44100;196.438
-8609400;44100;196.521
-8608950;44100;196.59
-8608500;44100;196.638
-8608050;44100;196.645
-8607600;44100;196.584
-8607150;44100;196.416
-8606700;44100;196.12
-8606250;44100;195.675
-8605800;44100;195.114
-8605350;44100;194.491
-8604900;44100;193.858
-8604450;44100;193.254
-8604000;44100;192.718
-8603550;44100;192.293
-8603100;44100;192.002
-8602650;44100;191.812
-8602200;44100;191.596
-8601750;44100;190.947
-8601300;44100;190.199
-8600850;44100;189.437
-8600400;44100;188.672
-8599950;44100;187.914
-8599500;44100;187.17
-8599050;44100;186.443
-8598600;44100;185.733
-8598150;44100;185.04
-8597700;44100;184.35
-8597250;44100;183.597
-8596800;44100;182.839
-8596350;44100;182.089
-8595900;44100;181.354
-8595450;44100;180.642
-8595000;44100;179.964
-8594550;44100;179.327
-8594100;44100;178.736
-8593650;44100;178.191
-8593200;44100;177.693
-8592750;44100;177.238
-8592300;44100;176.823
-8591850;44100;176.448
-8591400;44100;176.114
-8590950;44100;175.823
-8590500;44100;175.575
-8590050;44100;175.363
-8589600;44100;175.185
-8589150;44100;175.039
-8588700;44100;174.923
-8588250;44100;174.838
-8587800;44100;174.782
-8587350;44100;174.754
-8586900;44100;174.751
-8586450;44100;174.773
-8586000;44100;174.816
-8585550;44100;174.877
-8585100;44100;174.952
-8584650;44100;175.041
-8584200;44100;175.143
-8583750;44100;175.259
-8583300;44100;175.388
-8582850;44100;175.532
-8582400;44100;175.691
-8581950;44100;175.865
-8581500;44100;176.052
-8581050;44100;176.245
-8625600;43650;194.022
-8625150;43650;193.94
-8624700;43650;193.928
-8624250;43650;193.929
-8623800;43650;193.919
-8623350;43650;193.892
-8622900;43650;193.849
-8622450;43650;193.794
-8622000;43650;193.731
-8621550;43650;193.667
-8621100;43650;193.61
-8620650;43650;193.564
-8620200;43650;193.538
-8619750;43650;193.532
-8619300;43650;193.545
-8618850;43650;193.57
-8618400;43650;193.597
-8617950;43650;193.613
-8617500;43650;193.61
-8617050;43650;193.584
-8616600;43650;193.538
-8616150;43650;193.486
-8615700;43650;193.461
-8615250;43650;193.531
-8614800;43650;193.768
-8614350;43650;194.156
-8613900;43650;194.63
-8613450;43650;195.132
-8613000;43650;195.593
-8612550;43650;195.808
-8612100;43650;195.944
-8611650;43650;196.038
-8611200;43650;196.107
-8610750;43650;196.265
-8610300;43650;196.391
-8609850;43650;196.472
-8609400;43650;196.529
-8608950;43650;196.568
-8608500;43650;196.588
-8608050;43650;196.579
-8607600;43650;196.52
-8607150;43650;196.37
-8606700;43650;196.062
-8606250;43650;195.599
-8605800;43650;195.037
-8605350;43650;194.432
-8604900;43650;193.824
-8604450;43650;193.245
-8604000;43650;192.725
-8603550;43650;192.285
-8603100;43650;191.926
-8602650;43650;191.608
-8602200;43650;191.222
-8601750;43650;190.657
-8601300;43650;189.975
-8600850;43650;189.251
-8600400;43650;188.515
-8599950;43650;187.779
-8599500;43650;187.05
-8599050;43650;186.331
-8598600;43650;185.622
-8598150;43650;184.918
-8597700;43650;184.207
-8597250;43650;183.472
-8596800;43650;182.722
-8596350;43650;181.968
-8595900;43650;181.226
-8595450;43650;180.513
-8595000;43650;179.841
-8594550;43650;179.222
-8594100;43650;178.662
-8593650;43650;178.16
-8593200;43650;177.713
-8592750;43650;177.313
-8592300;43650;176.957
-8591850;43650;176.643
-8591400;43650;176.369
-8590950;43650;176.132
-8590500;43650;175.926
-8590050;43650;175.746
-8589600;43650;175.592
-8589150;43650;175.464
-8588700;43650;175.363
-8588250;43650;175.289
-8587800;43650;175.239
-8587350;43650;175.212
-8586900;43650;175.207
-8586450;43650;175.219
-8586000;43650;175.246
-8585550;43650;175.285
-8585100;43650;175.335
-8584650;43650;175.393
-8584200;43650;175.46
-8583750;43650;175.534
-8583300;43650;175.62
-8582850;43650;175.719
-8582400;43650;175.836
-8581950;43650;175.974
-8581500;43650;176.135
-8581050;43650;176.313
-8625600;43200;193.401
-8625150;43200;193.398
-8624700;43200;193.466
-8624250;43200;193.519
-8623800;43200;193.551
-8623350;43200;193.562
-8622900;43200;193.556
-8622450;43200;193.538
-8622000;43200;193.515
-8621550;43200;193.49
-8621100;43200;193.47
-8620650;43200;193.46
-8620200;43200;193.464
-8619750;43200;193.483
-8619300;43200;193.515
-8618850;43200;193.553
-8618400;43200;193.586
-8617950;43200;193.601
-8617500;43200;193.589
-8617050;43200;193.544
-8616600;43200;193.471
-8616150;43200;193.385
-8615700;43200;193.311
-8615250;43200;193.329
-8614800;43200;193.611
-8614350;43200;194.018
-8613900;43200;194.471
-8613450;43200;194.929
-8613000;43200;195.33
-8612550;43200;195.62
-8612100;43200;195.832
-8611650;43200;196.01
-8611200;43200;196.181
-8610750;43200;196.341
-8610300;43200;196.436
-8609850;43200;196.473
-8609400;43200;196.488
-8608950;43200;196.49
-8608500;43200;196.48
-8608050;43200;196.451
-8607600;43200;196.393
-8607150;43200;196.283
-8606700;43200;195.979
-8606250;43200;195.475
-8605800;43200;194.894
-8605350;43200;194.294
-8604900;43200;193.699
-8604450;43200;193.13
-8604000;43200;192.605
-8603550;43200;192.135
-8603100;43200;191.711
-8602650;43200;191.3
-8602200;43200;190.844
-8601750;43200;190.297
-8601300;43200;189.67
-8600850;43200;188.995
-8600400;43200;188.298
-8599950;43200;187.592
-8599500;43200;186.883
-8599050;43200;186.175
-8598600;43200;185.469
-8598150;43200;184.763
-8597700;43200;184.049
-8597250;43200;183.326
-8596800;43200;182.59
-8596350;43200;181.832
-8595900;43200;181.083
-8595450;43200;180.366
-8595000;43200;179.698
-8594550;43200;179.097
-8594100;43200;178.571
-8593650;43200;178.117
-8593200;43200;177.724
-8592750;43200;177.383
-8592300;43200;177.087
-8591850;43200;176.834
-8591400;43200;176.619
-8590950;43200;176.437
-8590500;43200;176.274
-8590050;43200;176.126
-8589600;43200;175.995
-8589150;43200;175.886
-8588700;43200;175.799
-8588250;43200;175.735
-8587800;43200;175.693
-8587350;43200;175.67
-8586900;43200;175.663
-8586450;43200;175.668
-8586000;43200;175.683
-8585550;43200;175.704
-8585100;43200;175.73
-8584650;43200;175.758
-8584200;43200;175.788
-8583750;43200;175.821
-8583300;43200;175.861
-8582850;43200;175.912
-8582400;43200;175.985
-8581950;43200;176.088
-8581500;43200;176.225
-8581050;43200;176.392
-8625150;42750;193.033
-8624700;42750;193.126
-8624250;42750;193.199
-8623800;42750;193.253
-8623350;42750;193.288
-8622900;42750;193.31
-8622450;42750;193.322
-8622000;42750;193.33
-8621550;42750;193.336
-8621100;42750;193.348
-8620650;42750;193.368
-8620200;42750;193.4
-8619750;42750;193.444
-8619300;42750;193.499
-8618850;42750;193.557
-8618400;42750;193.608
-8617950;42750;193.635
-8617500;42750;193.623
-8617050;42750;193.565
-8616600;42750;193.471
-8616150;42750;193.361
-8615700;42750;193.262
-8615250;42750;193.236
-8614800;42750;193.526
-8614350;42750;193.912
-8613900;42750;194.325
-8613450;42750;194.735
-8613000;42750;195.11
-8612550;42750;195.427
-8612100;42750;195.696
-8611650;42750;195.946
-8611200;42750;196.2
-8610750;42750;196.417
-8610300;42750;196.444
-8609850;42750;196.415
-8609400;42750;196.383
-8608950;42750;196.348
-8608500;42750;196.303
-8608050;42750;196.239
-8607600;42750;196.145
-8607150;42750;195.995
-8606700;42750;195.734
-8606250;42750;195.23
-8605800;42750;194.657
-8605350;42750;194.07
-8604900;42750;193.486
-8604450;42750;192.92
-8604000;42750;192.384
-8603550;42750;191.882
-8603100;42750;191.409
-8602650;42750;190.943
-8602200;42750;190.455
-8601750;42750;189.919
-8601300;42750;189.329
-8600850;42750;188.699
-8600400;42750;188.041
-8599950;42750;187.366
-8599500;42750;186.68
-8599050;42750;185.988
-8598600;42750;185.291
-8598150;42750;184.589
-8597700;42750;183.881
-8597250;42750;183.165
-8596800;42750;182.44
-8596350;42750;181.681
-8595900;42750;180.93
-8595450;42750;180.207
-8595000;42750;179.537
-8594550;42750;178.95
-8594100;42750;178.463
-8593650;42750;178.066
-8593200;42750;177.733
-8592750;42750;177.45
-8592300;42750;177.212
-8591850;42750;177.017
-8591400;42750;176.863
-8590950;42750;176.74
-8590500;42750;176.626
-8590050;42750;176.506
-8589600;42750;176.394
-8589150;42750;176.301
-8588700;42750;176.228
-8588250;42750;176.177
-8587800;42750;176.144
-8587350;42750;176.127
-8586900;42750;176.121
-8586450;42750;176.123
-8586000;42750;176.129
-8585550;42750;176.134
-8585100;42750;176.138
-8584650;42750;176.137
-8584200;42750;176.132
-8583750;42750;176.124
-8583300;42750;176.115
-8582850;42750;176.115
-8582400;42750;176.137
-8581950;42750;176.203
-8581500;42750;176.321
-8624700;42300;192.913
-8624250;42300;192.97
-8623800;42300;193.025
-8623350;42300;193.072
-8622900;42300;193.111
-8622450;42300;193.144
-8622000;42300;193.174
-8621550;42300;193.205
-8621100;42300;193.241
-8620650;42300;193.285
-8620200;42300;193.342
-8619750;42300;193.41
-8619300;42300;193.49
-8618850;42300;193.575
-8618400;42300;193.655
-8617950;42300;193.709
-8617500;42300;193.709
-8617050;42300;193.639
-8616600;42300;193.523
-8616150;42300;193.403
